vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 0.0 to 1.28571428571. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 11.9422214286 to 12.6120626984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 12.6120626984 to 13.8977769841. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 13.8977769841 to 26.8159869404. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 26.8159869404 to 27.4015269841. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 34, original knot: (372.81099999999958, -1.1990408665951691e-14, 2.4868995751603507e-14, 27.98706702789611)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 27.4015269841 to 27.9870670279. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 34, original knot: (372.81099999999958, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 27.9870670279 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 10.853018254 to 11.0379571429. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 11.0379571429 to 12.3236714286. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 12.3236714286 to 12.9935126984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 12.9935126984 to 14.2792269841. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 14.2792269841 to 27.201603607. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 27.201603607 to 27.7871436508. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 38, original knot: (328.92399999999952, -4.1300296516055823e-14, 0.0, 28.372683694562774)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 27.7871436508 to 28.3726836946. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 38, original knot: (328.92399999999952, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 28.3726836946 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=11.122 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=11.122 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=11.122 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=11.122 Vehicle 17 collided with vehicle 16.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 15.812118254 to 16.0054071429. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 16.0054071429 to 17.2911214286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 17.2911214286 to 17.9609626984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 17.9609626984 to 19.2466769841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 19.2466769841 to 34.0457202737. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 34.0457202737 to 34.6312603175. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 55, original knot: (456.99900000000008, -3.9968028886505635e-15, 0.0, 35.216800361229438)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 34.6312603175 to 35.2168003612. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 55, original knot: (456.99900000000008, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 55, spline check::Times: 35.2168003612 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=17.151 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=17.151 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=17.151 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=17.151 Vehicle 17 collided with vehicle 16.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 40, spline check::Times: 18.460818254 to 20.698118254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 40, spline check::Times: 20.698118254 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=18.847 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 731
vehicle.py    _speeding_handler 787 WARNING T=18.959 Vehicle: 73 exceeded speed limit: 15.000000 on track seg: 578
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 19.047418254 to 19.2327071429. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 19.2327071429 to 20.5184214286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 20.5184214286 to 21.1882626984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 21.1882626984 to 22.4739769841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 22.4739769841 to 37.263853607. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 37.263853607 to 37.8493936508. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 31, original knot: (478.33600000000018, -3.9968028886505635e-15, 0.0, 38.434933694562773)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 37.8493936508 to 38.4349336946. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 31, original knot: (478.33600000000018, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 38.4349336946 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=19.047 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 731
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 19.159268254 to 19.3441571429. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 19.3441571429 to 20.6298714286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 20.6298714286 to 21.2997126984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 21.2997126984 to 22.5854269841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 22.5854269841 to 37.376553607. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 37.376553607 to 37.9620936508. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 73, original knot: (821.1880000000001, -3.9968028886505635e-15, 0.0, 38.547633694562776)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 37.9620936508 to 38.5476336946. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 73, original knot: (821.1880000000001, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 73, spline check::Times: 38.5476336946 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=19.159 Vehicle: 73 exceeded speed limit: 15.000000 on track seg: 578
vehicle.py    _speeding_handler 787 WARNING T=19.165 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 732
vehicle.py    _speeding_handler 787 WARNING T=19.277 Vehicle: 73 exceeded speed limit: 15.000000 on track seg: 579
vehicle.py    _speeding_handler 787 WARNING T=21.911 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 514
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 22.111218254 to 22.2960571429. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 22.2960571429 to 23.5817714286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 23.5817714286 to 24.2516126984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 24.2516126984 to 25.5373269841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 25.5373269841 to 40.329703607. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 40.329703607 to 40.9152436508. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 8, original knot: (814.58399999999995, -3.9968028886505635e-15, 0.0, 41.50078369456277)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 40.9152436508 to 41.5007836946. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 8, original knot: (814.58399999999995, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 41.5007836946 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=22.111 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 514
vehicle.py    _speeding_handler 787 WARNING T=22.229 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 515
vehicle.py    _speeding_handler 787 WARNING T=23.367 Vehicle: 7 exceeded speed limit: 15.000000 on track seg: 514
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 23.567318254 to 23.7521571429. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 23.7521571429 to 25.0378714286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 25.0378714286 to 25.7077126984. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 25.7077126984 to 26.9934269841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 26.9934269841 to 39.910803607. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 39.910803607 to 40.4963436508. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 7, original knot: (810.08400000000017, -3.9968028886505635e-15, 0.0, 41.081883694562777)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 40.4963436508 to 41.0818836946. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 7, original knot: (810.08400000000017, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 7, spline check::Times: 41.0818836946 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=23.567 Vehicle: 7 exceeded speed limit: 15.000000 on track seg: 514
vehicle.py    _speeding_handler 787 WARNING T=23.685 Vehicle: 7 exceeded speed limit: 15.000000 on track seg: 515
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 25.5 to 26.7857142857. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 26.7857142857 to 27.7222222222. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 27.7222222222 to 29.0079365079. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 29.0079365079 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=26.237 Vehicle 7 collided with vehicle 8.
vehicle.py   _collision_handler 751 WARNING T=26.993 Vehicle 7 collided with vehicle 8.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 37, spline check::Times: 30.238318254 to 32.475618254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 37, spline check::Times: 32.475618254 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 30.6 to 31.1855400438. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 31.1855400438 to 31.7710800875. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 31.7710800875 to 32.4750001589. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 32.4750001589 to 33.0605402027. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 38, original knot: (333.42400038146934, 0.0, 0.0, 33.646080246483969)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 33.0605402027 to 33.6460802465. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 38, original knot: (333.42400038146934, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 38, spline check::Times: 33.6460802465 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 43, spline check::Times: 30.6 to 31.8857142857. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 43, spline check::Times: 31.8857142857 to 32.8222222222. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 43, spline check::Times: 32.8222222222 to 34.1079365079. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 43, spline check::Times: 34.1079365079 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 36, spline check::Times: 30.6 to 31.8857142857. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 36, spline check::Times: 31.8857142857 to 32.8222222222. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 36, spline check::Times: 32.8222222222 to 34.1079365079. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 36, spline check::Times: 34.1079365079 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=30.674 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=30.674 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=30.674 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=30.674 Vehicle 17 collided with vehicle 16.
vehicle.py   _collision_handler 751 WARNING T=31.691 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=31.691 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=31.691 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=31.691 Vehicle 17 collided with vehicle 16.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 2, spline check::Times: 32.422868254 to 34.660168254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 2, spline check::Times: 34.660168254 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=34.496 Vehicle 7 collided with vehicle 8.
vehicle.py   _collision_handler 751 WARNING T=34.913 Vehicle 7 collided with vehicle 8.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 35.7 to 36.2855400438. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 36.2855400438 to 36.8710800875. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 36.8710800875 to 37.5750001589. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 37.5750001589 to 38.1605402027. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 34, original knot: (377.3110003814694, 0.0, 0.0, 38.74608024648397)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 38.1605402027 to 38.7460802465. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 34, original knot: (377.3110003814694, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 34, spline check::Times: 38.7460802465 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   _collision_handler 751 WARNING T=38.226 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=38.226 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=38.226 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=38.226 Vehicle 17 collided with vehicle 16.
vehicle.py   _collision_handler 751 WARNING T=39.329 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=39.329 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=39.329 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=39.329 Vehicle 17 collided with vehicle 16.
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 41.270468254 to 43.507768254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 39, spline check::Times: 43.507768254 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 42.7033499809 to 43.9890642666. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 43.9890642666 to 44.9255722031. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 44.9255722031 to 46.2112864889. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 31, spline check::Times: 46.2112864889 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 35, spline check::Times: 42.902268254 to 45.139568254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 35, spline check::Times: 45.139568254 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=45.016 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 737
vehicle.py    _speeding_handler 787 WARNING T=45.825 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 738
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 45.9 to 47.1857142857. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 47.1857142857 to 48.1222222222. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 48.1222222222 to 49.4079365079. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 8, spline check::Times: 49.4079365079 to 8600.0. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=46.146 Vehicle: 31 exceeded speed limit: 15.000000 on track seg: 739
vehicle.py   _collision_handler 751 WARNING T=47.736 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=47.736 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=47.736 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=47.736 Vehicle 17 collided with vehicle 16.
vehicle.py    _speeding_handler 787 WARNING T=48.213 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 520
vehicle.py   process_spline_msg 450   DEBUG Vehicle 33, spline check::Times: 48.715718254 to 50.953018254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 33, spline check::Times: 50.953018254 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=49.021 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 521
vehicle.py    _speeding_handler 787 WARNING T=49.342 Vehicle: 8 exceeded speed limit: 15.000000 on track seg: 522
vehicle.py    _speeding_handler 787 WARNING T=49.679 Vehicle: 72 exceeded speed limit: 15.000000 on track seg: 568
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 49.878818254 to 50.0645571429. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 50.0645571429 to 51.3502714286. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 51.3502714286 to 52.0201126984. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 52.0201126984 to 53.3058269841. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 53.3058269841 to 68.0986202737. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 68.0986202737 to 68.6841603175. Errors: Pos: 0.000000, Vel: -0.000000, Accel: 0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 72, original knot: (1390.6549999999995, 5.4622972811557702e-14, 0.0, 69.269700361229411)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 68.6841603175 to 69.2697003612. Errors: Pos: -0.000000, Vel: 0.000000, Accel: -0.000000
vehicle.py   process_spline_msg 433   DEBUG Clipped vel and accel to 0. Vehicle 72, original knot: (1390.6549999999995, 0.0, 0.0, 8600.0)
vehicle.py   process_spline_msg 450   DEBUG Vehicle 72, spline check::Times: 69.2697003612 to 8600.0. Errors: Pos: 0.000000, Vel: 0.000000, Accel: 0.000000
vehicle.py    _speeding_handler 787 WARNING T=49.879 Vehicle: 72 exceeded speed limit: 15.000000 on track seg: 568
vehicle.py    _speeding_handler 787 WARNING T=49.996 Vehicle: 72 exceeded speed limit: 15.000000 on track seg: 569
vehicle.py   _collision_handler 751 WARNING T=50.018 Vehicle 14 collided with vehicle 13.
vehicle.py   _collision_handler 751 WARNING T=50.018 Vehicle 15 collided with vehicle 14.
vehicle.py   _collision_handler 751 WARNING T=50.018 Vehicle 16 collided with vehicle 15.
vehicle.py   _collision_handler 751 WARNING T=50.018 Vehicle 17 collided with vehicle 16.
station.py                  run 272    INFO T=50.700 Passenger15 loaded into 38 (1 out of 2) at station 12, platform 2, berth 3 
station.py                  run 272    INFO T=50.700 Passenger0 loaded into 55 (1 out of 2) at station 7, platform 2, berth 3 
vehicle.py   process_spline_msg 450   DEBUG Vehicle 32, spline check::Times: 50.802468254 to 53.039768254. Errors: Pos: -0.000000, Vel: 0.000000, Accel: 0.000000
