base_controller.py              connect line:172 walltime:396ms     INFO Connected to server: localhost:64444
prt_controller.py       update_vehicle line:1446 walltime:17078ms  WARNING t:77.242 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17092ms  WARNING t:77.351 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17114ms  WARNING t:77.551 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17324ms  WARNING t:78.868 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17338ms  WARNING t:79.068 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17375ms  WARNING t:79.709 Vehicle 28 is following too close to vehicle 29. lv_dist: -0.181 desired separation: 0.000
prt_controller.py       update_vehicle line:1446 walltime:17625ms  WARNING t:81.314 Vehicle 14 is following too close to vehicle 13. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17626ms  WARNING t:81.314 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17627ms  WARNING t:81.314 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17627ms  WARNING t:81.314 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17666ms  WARNING t:81.316 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17693ms  WARNING t:81.514 Vehicle 14 is following too close to vehicle 13. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17694ms  WARNING t:81.514 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17694ms  WARNING t:81.514 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17695ms  WARNING t:81.514 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17697ms  WARNING t:81.516 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17702ms  WARNING t:81.524 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py            heartbeat line:106 walltime:17777ms    DEBUG t:81.600 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 5 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 7 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17778ms    DEBUG t:81.600 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 10 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 15 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17779ms    DEBUG t:81.600 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17780ms    DEBUG t:81.600 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17780ms    DEBUG t:81.600 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17780ms    DEBUG t:81.600 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17780ms    DEBUG t:81.600 Station 21 heartbeat.
prt_controller.py               embark line:1619 walltime:17781ms     INFO t:81.600 Start Embark: Vehicle 30, pos 17.90 at station 21, plat 2, berth 3 is starting embark of (12L,). Overflow: ()
prt_controller.py               embark line:1619 walltime:17781ms     INFO t:81.600 Start Embark: Vehicle 29, pos 13.40 at station 21, plat 2, berth 2 is starting embark of (13L,). Overflow: ()
prt_controller.py               embark line:1619 walltime:17781ms     INFO t:81.600 Start Embark: Vehicle 28, pos 8.90 at station 21, plat 2, berth 1 is starting embark of (20L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 22 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 23 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 24 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 25 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 26 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 27 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 28 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17782ms    DEBUG t:81.600 Station 31 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17783ms    DEBUG t:81.600 Station 32 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17783ms    DEBUG t:81.600 Station 33 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17783ms    DEBUG t:81.600 Station 35 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17784ms    DEBUG t:81.600 Station 36 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17784ms    DEBUG t:81.600 Station 37 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17784ms    DEBUG t:81.600 Station 38 heartbeat.
prt_controller.py            heartbeat line:106 walltime:17784ms    DEBUG t:81.600 Station 39 heartbeat.
prt_controller.py       update_vehicle line:1446 walltime:17806ms  WARNING t:81.661 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17831ms  WARNING t:81.861 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17845ms  WARNING t:82.030 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17848ms  WARNING t:82.148 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17854ms  WARNING t:82.230 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:17862ms  WARNING t:82.348 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18194ms  WARNING t:84.146 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18221ms  WARNING t:84.346 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18385ms  WARNING t:85.206 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18399ms  WARNING t:85.291 Vehicle 14 is following too close to vehicle 13. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18400ms  WARNING t:85.291 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18401ms  WARNING t:85.291 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18402ms  WARNING t:85.291 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18456ms  WARNING t:85.406 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18474ms  WARNING t:85.491 Vehicle 14 is following too close to vehicle 13. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18475ms  WARNING t:85.491 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18476ms  WARNING t:85.491 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18477ms  WARNING t:85.491 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py on_SIM_COMPLETE_PASSENGERS_EMBARK line:429 walltime:18553ms     INFO t:86.400 Vehicle 72 at station 25, berth 3, plat 2 has completed embark of [11L]
prt_controller.py            heartbeat line:106 walltime:18592ms    DEBUG t:86.700 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18592ms    DEBUG t:86.700 Station 1 heartbeat.
prt_controller.py               embark line:1619 walltime:18593ms     INFO t:86.700 Start Embark: Vehicle 6, pos 17.90 at station 1, plat 2, berth 3 is starting embark of (38L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:18593ms    DEBUG t:86.700 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18593ms    DEBUG t:86.700 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18593ms    DEBUG t:86.700 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18593ms    DEBUG t:86.700 Station 5 heartbeat.
prt_controller.py               embark line:1619 walltime:18594ms     INFO t:86.700 Start Embark: Vehicle 54, pos 17.90 at station 5, plat 2, berth 3 is starting embark of (4L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 7 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 10 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18594ms    DEBUG t:86.700 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 15 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18595ms    DEBUG t:86.700 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 21 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 22 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 23 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 24 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 25 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 26 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 27 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18596ms    DEBUG t:86.700 Station 28 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 31 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 32 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 33 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 35 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 36 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 37 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 38 heartbeat.
prt_controller.py            heartbeat line:106 walltime:18597ms    DEBUG t:86.700 Station 39 heartbeat.
prt_controller.py on_SIM_RESPONSE_VEHICLE_STATUS line:390 walltime:18615ms     INFO t:86.700 Vehicle 72 Blocked for 0 from station 25.
prt_controller.py on_SIM_RESPONSE_VEHICLE_STATUS line:398 walltime:18617ms     INFO t:86.700 Launched vehicle 72 from station 25.
prt_controller.py       update_vehicle line:1446 walltime:18722ms  WARNING t:87.245 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18724ms  WARNING t:87.266 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18777ms  WARNING t:87.445 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18782ms  WARNING t:87.466 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18794ms  WARNING t:87.604 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18806ms  WARNING t:87.690 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18813ms  WARNING t:87.804 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:18819ms  WARNING t:87.890 Vehicle 31 is following too close to vehicle 22. lv_dist: 16.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:19000ms  WARNING Speed limit violation: v_status {
  vID: 72
  nose_locID: 574
  nose_pos: 13.070019722
  tail_locID: 574
  tail_pos: 9.07001972198
  vel: 15.0001001358
  accel: 8.36651706696
  passengerIDs: 11
  lvID: 62
  lv_distance: 33.4570121765
}
time: 89.0127198509
speed_limit: 15.0

prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:19120ms  WARNING Speed limit violation: v_status {
  vID: 72
  nose_locID: 575
  nose_pos: 6.925802154e-10
  tail_locID: 574
  tail_pos: 23.2980003357
  vel: 19.4741401672
  accel: 2.71330809593
  passengerIDs: 11
  lvID: 62
  lv_distance: 35.3810577393
}
time: 89.8203210626
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:19188ms  WARNING t:89.996 Vehicle 14 is following too close to vehicle 13. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19189ms  WARNING t:89.996 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19191ms  WARNING t:89.996 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19192ms  WARNING t:89.996 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:19222ms  WARNING Speed limit violation: v_status {
  vID: 72
  nose_locID: 576
  nose_pos: 5.78438630328e-10
  tail_locID: 575
  tail_pos: 2.35100007057
  vel: 19.9844360352
  accel: 0.466798871756
  passengerIDs: 11
  lvID: 62
  lv_distance: 35.4486541748
}
time: 90.1412509554
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:19226ms  WARNING t:90.196 Vehicle 14 is following too close to vehicle 13. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19227ms  WARNING t:90.196 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19228ms  WARNING t:90.196 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19229ms  WARNING t:90.196 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py            heartbeat line:106 walltime:19392ms    DEBUG t:91.800 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19392ms    DEBUG t:91.800 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19392ms    DEBUG t:91.800 Station 2 heartbeat.
prt_controller.py               embark line:1619 walltime:19392ms     INFO t:91.800 Start Embark: Vehicle 18, pos 17.90 at station 2, plat 2, berth 3 is starting embark of (10L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:19392ms    DEBUG t:91.800 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 5 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 6 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 7 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 8 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 9 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19393ms    DEBUG t:91.800 Station 10 heartbeat.
prt_controller.py               embark line:1619 walltime:19394ms     INFO t:91.800 Start Embark: Vehicle 40, pos 17.90 at station 10, plat 2, berth 3 is starting embark of (14L,). Overflow: ()
prt_controller.py            heartbeat line:106 walltime:19394ms    DEBUG t:91.800 Station 11 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19394ms    DEBUG t:91.800 Station 12 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19394ms    DEBUG t:91.800 Station 13 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19394ms    DEBUG t:91.800 Station 14 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19394ms    DEBUG t:91.800 Station 15 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 16 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 17 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 18 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 19 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 20 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 21 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 22 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19395ms    DEBUG t:91.800 Station 23 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 24 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 25 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 26 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 27 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 28 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 31 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 32 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 33 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19396ms    DEBUG t:91.800 Station 35 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19397ms    DEBUG t:91.800 Station 36 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19397ms    DEBUG t:91.800 Station 37 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19397ms    DEBUG t:91.800 Station 38 heartbeat.
prt_controller.py            heartbeat line:106 walltime:19397ms    DEBUG t:91.800 Station 39 heartbeat.
prt_controller.py       update_vehicle line:1446 walltime:19565ms  WARNING t:92.431 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19588ms  WARNING t:92.452 Vehicle 14 is following too close to vehicle 13. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19595ms  WARNING t:92.452 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19602ms  WARNING t:92.452 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19609ms  WARNING t:92.452 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19639ms  WARNING t:92.631 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19642ms  WARNING t:92.652 Vehicle 14 is following too close to vehicle 13. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19643ms  WARNING t:92.652 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19644ms  WARNING t:92.652 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19644ms  WARNING t:92.652 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19665ms  WARNING t:92.789 Vehicle 14 is following too close to vehicle 13. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19667ms  WARNING t:92.789 Vehicle 15 is following too close to vehicle 14. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19668ms  WARNING t:92.789 Vehicle 16 is following too close to vehicle 15. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19669ms  WARNING t:92.789 Vehicle 17 is following too close to vehicle 16. lv_dist: 0.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19693ms  WARNING t:92.989 Vehicle 14 is following too close to vehicle 13. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19694ms  WARNING t:92.989 Vehicle 15 is following too close to vehicle 14. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19695ms  WARNING t:92.989 Vehicle 16 is following too close to vehicle 15. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19696ms  WARNING t:92.989 Vehicle 17 is following too close to vehicle 16. lv_dist: -4.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19720ms  WARNING t:93.282 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19781ms  WARNING t:93.482 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19898ms  WARNING t:93.877 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py       update_vehicle line:1446 walltime:19929ms  WARNING t:94.077 Vehicle 73 is following too close to vehicle 59. lv_dist: 16.000 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:20091ms  WARNING Speed limit violation: v_status {
  vID: 58
  nose_locID: 568
  nose_pos: 2.27373675443e-13
  tail_locID: 138
  tail_pos: 121.466003418
  vel: 20.0
  accel: 0.0
  lvID: 61
  lv_distance: 168.177993774
}
time: 95.258818254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:20106ms  WARNING t:95.355 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:20178ms  WARNING Speed limit violation: v_status {
  vID: 58
  nose_locID: 568
  nose_pos: 4.0
  tail_locID: 568
  tail_pos: 2.27373675443e-13
  vel: 20.0
  accel: 0.0
  lvID: 61
  lv_distance: 168.177993774
}
time: 95.458818254
speed_limit: 15.0

prt_controller.py       update_vehicle line:1446 walltime:20185ms  WARNING t:95.555 Vehicle 66 is following too close to vehicle 69. lv_dist: 19.126 desired separation: 20.000
prt_controller.py on_SIM_NOTIFY_VEHICLE_SPEEDING line:572 walltime:20190ms  WARNING Speed limit violation: v_status {
  vID: 58
  nose_locID: 569
  nose_pos: 3.27418092638e-11
  tail_locID: 568
  tail_pos: 2.35100007057
  vel: 20.0
  accel: 0.0
  lvID: 61
  lv_distance: 168.177993774
}
time: 95.576368254
speed_limit: 15.0

prt_controller.py on_SIM_COMPLETE_PASSENGERS_EMBARK line:429 walltime:20339ms     INFO t:96.600 Vehicle 28 at station 21, berth 1, plat 2 has completed embark of [20L]
prt_controller.py on_SIM_COMPLETE_PASSENGERS_EMBARK line:429 walltime:20341ms     INFO t:96.600 Vehicle 29 at station 21, berth 2, plat 2 has completed embark of [13L]
prt_controller.py on_SIM_COMPLETE_PASSENGERS_EMBARK line:429 walltime:20342ms     INFO t:96.600 Vehicle 30 at station 21, berth 3, plat 2 has completed embark of [12L]
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 0 heartbeat.
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 1 heartbeat.
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 2 heartbeat.
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 3 heartbeat.
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 4 heartbeat.
prt_controller.py            heartbeat line:106 walltime:20350ms    DEBUG t:96.900 Station 5 heartbeat.
